Date,Cumul des personnes avec des analyses négatives,Cumul de cas confirmés,Nouveaux cas,Nombre cumulatif de décès,Nouveaux décès,Hospitalisations,Soins intensifs,Personnes testées,Cas actifs,Tests (Volumétrie),Hospitalisations (nouvelle méthode),,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,CHSLD,RPA,Domicile,Autres - Inconnu,,Montréal et Laval,Régions à proximité,Autres régions,,Cas Labo,Cas Lien Épi,Cas Total,Cumul Labo,Cumul Épi,NV CHSLD,NV RPA,NV Dom,NV Autres,Moy mobile Décès,Inc Hors-SI,Inc SI,Moy. mobile (cas),Analyses nég (Nouv.),Cas labo (Nouv.),Cas labo (ancien)
19/06/2020,502807,54674,124,5408,33,,62,551352,2859,8290,467,,27.90829841,119.582757,238.6628526,390.7409145,192.8368511,1308.348869,143.1307227,115.8411012,131.0630547,59.00575306,206.6712594,118.9842648,1295.779738,801.396676,524.2691812,535.8223446,112.2019635,54.39216753,,3838,924,524,245,,1306.130357,724.9101158,246.3623319,,112,17,129,48497,6194,8,1,1,1,8.4,19,0,110.4,,,48497
20/06/2020,502807,54766,92,5417,9,,61,551352,2791,7742,460,,28.41572201,119.582757,239.1923321,390.7409145,193.647942,1309.849602,143.1307227,115.8411012,131.0630547,59.00575306,206.6712594,119.2166559,1297.586647,801.973497,526.9806434,537.6370353,112.2019635,54.39216753,,3841,924,525,245,,1307.685132,726.606685,247.0425877,,89,6,95,48586,6200,3,0,1,0,8.7,15,1,105,,,48586
21/06/2020,502807,54835,69,5417,0,,57,551352,2698,5880,463,,28.41572201,119.582757,239.7218115,390.9323603,193.8507147,1311.01146,143.1307227,115.8411012,131.0630547,59.00575306,206.6712594,119.4490471,1301.426329,802.9348654,529.2136122,538.3349933,112.2019635,54.39216753,,3846,926,528,245,,1309.319639,727.8960777,247.4156313,,76,1,77,48662,6201,5,2,3,0,9.6,12,0,100.7,,,48662
22/06/2020,515749,54884,49,5424,7,,56,564464,2565,6185,459,,28.92314562,119.582757,239.9865512,390.9323603,193.8507147,1312.94789,143.6294361,115.8411012,131.0630547,59.00575306,206.6712594,119.4490471,1302.10392,803.5116864,531.446581,539.6611135,112.2019635,54.39216753,,3850,927,530,245,,1311.033877,729.0497448,247.942281,,80,4,84,48742,6205,4,1,2,0,9.6,11,3,93.9,,,48742
23/06/2020,520227,54937,53,5441,17,,52,568997,2405,7917,448,,29.43056923,119.582757,241.4426197,391.1238061,193.8507147,1314.835909,143.6294361,115.8411012,131.0630547,59.00575306,206.6712594,119.9138294,1303.007374,803.8962337,533.0415587,541.2664168,112.2019635,54.39216753,,3857,929,534,246,,1312.748116,730.1355491,248.688368,,93,0,93,48835,6205,7,2,4,1,8.9,7,2,87.6,,,48835
24/06/2020,524578,55079,142,5448,7,,50,573478,2396,8113,437,,29.43056923,119.582757,241.9720991,391.1238061,193.8507147,1316.288232,144.1281494,115.8411012,131.0630547,59.00575306,206.6712594,120.1462205,1304.58842,805.0498758,536.2315142,542.6623328,112.2019635,54.39216753,,3864,930,537,248,,1314.223159,732.4428833,249.105299,,84,6,90,48919,6211,7,1,3,2,8.7,13,4,86.6,,,48919
25/06/2020,530504,55156,77,5455,7,,48,579443,2297,7323,430,,29.43056923,119.582757,242.5015785,391.5066977,193.8507147,1318.515126,144.377506,115.8411012,131.0630547,59.00575306,207.7823952,120.1462205,1305.717738,806.9726125,538.7834786,542.941516,112.2019635,54.39216753,,3870,931,538,248,,1316.256326,734.0715898,249.4125113,,83,6,89,49002,6217,6,1,1,0,8,13,2,84,,,49002
26/06/2020,535545,55241,85,5472,17,,45,584567,2136,9091,413,,29.43056923,119.582757,243.2957977,391.5066977,193.8507147,1320.548378,144.6268627,115.8411012,131.0630547,59.00575306,208.893531,120.1462205,1306.169465,807.3571599,541.8139363,543.7790656,112.2019635,54.39216753,,3874,931,538,250,,1318.010431,735.5645707,249.8294423,,72,13,85,49074,6230,4,0,0,2,8,15,3,80.7,,,49074
27/06/2020,535545,55318,77,5478,6,,43,584567,2067,7788,412,,30.44541644,119.582757,243.9576469,391.5066977,193.8507147,1322.097522,144.8762194,115.8411012,131.0630547,59.00575306,208.893531,120.3786116,1308.428102,808.3185283,543.8874073,545.1051858,112.2019635,54.39216753,,3876,932,538,250,,1319.684803,737.0575517,250.356092,,85,3,88,49159,6233,2,1,0,0,7.3,11,4,81.1,,,49159
28/06/2020,535545,55390,72,5485,7,,45,584567,2045,5424,410,,30.44541644,119.582757,244.4871264,391.6981435,193.8507147,1322.968915,145.6242893,115.8411012,131.0630547,59.00575306,208.893531,120.8433939,1310.009147,809.664444,545.6418828,545.5239605,112.2019635,54.39216753,,3880,932,539,250,,1320.681454,738.3469443,250.685248,,56,3,59,49215,6236,4,0,1,0,6.1,10,4,78.7,,,49215
29/06/2020,551091,55458,68,5503,18,,38,600314,1948,6770,397,,30.44541644,119.582757,244.6194962,391.6981435,194.0534874,1323.743487,146.621716,115.8411012,131.0630547,59.00575306,208.893531,121.0757851,1311.138466,810.6258124,548.6723405,546.1521227,112.2019635,54.39216753,,3882,934,542,250,,1321.51864,739.8399253,251.0802353,,55,6,61,49270,6242,2,2,3,0,5.9,8,1,76,,,49270
30/06/2020,555859,55524,66,5527,24,,33,605141,1859,8879,389,,30.95284005,119.582757,244.8842359,391.6981435,194.4590328,1325.679917,147.1204293,115.8411012,131.0630547,59.00575306,210.0046668,121.0757851,1312.267784,811.3949071,551.2243049,547.7574261,112.2019635,54.39216753,,3885,935,547,250,,1323.312611,742.011534,251.4971663,,87,9,96,49357,6251,3,1,5,0,5.9,13,0,76.4,,,49357
01/07/2020,561791,55593,69,5541,14,,32,611136,1768,8681,379,,30.95284005,119.582757,245.1489757,392.272481,194.6618055,1326.793364,147.369786,115.8411012,131.0630547,59.00575306,210.0046668,121.0757851,1312.945375,813.3176438,553.7762693,548.7345673,112.2019635,54.39216753,,3888,936,548,250,,1324.349127,743.9795543,251.8921536,,72,1,73,49429,6252,3,1,1,0,5.7,10,1,77.4,,,49429
02/07/2020,567253,55682,89,5560,19,,31,616676,1629,7918,361,,30.95284005,119.582757,245.4137154,392.4639268,194.8645782,1327.567936,147.8684993,115.8411012,131.0630547,59.00575306,210.0046668,121.0757851,1314.978148,814.0867385,555.0522515,550.4794622,119.2145863,54.39216753,,3890,937,550,251,,1325.345778,745.8118491,252.2651971,,62,8,70,49491,6260,2,1,2,1,5.6,7,2,77.1,,,49491
03/07/2020,572565,55784,102,5566,6,,27,622087,1603,7919,348,,30.95284005,119.582757,246.4726742,392.4639268,194.8645782,1328.342508,148.3672126,115.8411012,131.0630547,59.00575306,210.0046668,121.3081762,1316.785057,815.4326542,559.0396958,551.945174,119.2145863,54.39216753,,3891,939,551,253,,1326.302562,748.2549089,252.8796217,,85,3,88,49576,6263,1,2,1,2,5.6,11,2,77.9,,,49576
04/07/2020,572565,55863,79,5574,8,,26,622087,1568,6268,345,,30.95284005,120.3031351,246.6050441,392.6553726,195.067351,1329.020258,150.1127092,115.8411012,131.0630547,59.00575306,211.1158026,121.3081762,1317.462648,816.9708436,561.751158,554.7370059,119.2145863,54.39216753,,3891,940,552,253,,1326.980285,750.4943803,253.8670899,,93,2,95,49669,6265,0,1,1,0,4.7,7,0,79.3,,,49669
05/07/2020,572565,55937,74,5577,3,,25,622087,1424,5318,352,,30.95284005,120.3031351,246.8697838,393.0382643,195.6756691,1329.407544,151.3594925,115.8411012,131.0630547,59.00575306,211.1158026,121.3081762,1318.140239,818.1244857,562.389149,556.4121051,119.2145863,54.39216753,,3893,942,552,253,,1327.418811,751.4444591,254.5692894,,48,9,57,49717,6274,2,2,0,0,4.3,3,1,83,,,49717
06/07/2020,594519,55997,60,5590,13,,26,644248,1404,7302,321,,30.95284005,120.3031351,247.0021537,393.0382643,195.8784418,1330.133706,151.8582058,115.8411012,132.1737585,59.00575306,211.1158026,121.3081762,1319.721284,819.085854,563.5056335,558.2965917,119.2145863,54.39216753,,3895,944,554,254,,1328.295863,752.1909495,255.2934327,,66,0,66,49783,6274,2,2,2,1,4.1,4,0,91.1,,,49783
07/07/2020,599042,56079,82,5603,13,,27,648924,1358,9279,304,,31.46026366,121.7438912,247.7963728,393.4211559,196.2839872,1331.101921,153.1049891,115.8411012,134.3951662,59.00575306,211.1158026,121.3081762,1321.754057,820.2394961,565.8981001,560.6696488,119.2145863,54.39216753,,3896,946,554,254,,1329.451978,754.2268327,256.3247884,,104,2,106,49887,6276,1,2,0,0,3.6,10,1,94.7,,,49887
08/07/2020,606464,56216,137,5609,6,,27,656477,1384,10504,281,,31.46026366,122.8244583,248.0611125,393.4211559,196.6895327,1332.699475,153.8530591,115.8411012,135.5058701,59.00575306,212.2269384,121.5405674,1322.657512,821.7776855,567.4930778,562.8333186,119.2145863,54.39216753,,3897,946,555,254,,1330.92702,755.4483625,257.2903128,,96,3,99,49983,6279,1,0,1,0,4.1,12,1,95.6,,,49983
09/07/2020,613521,56316,100,5612,3,,24,663629,1356,12034,293,,31.46026366,122.8244583,248.1934824,393.9954934,197.0950781,1335.168423,154.1024158,115.8411012,136.6165739,59.00575306,212.2269384,121.5405674,1325.142012,822.9313275,569.7260466,565.3459673,119.2145863,54.39216753,,3898,948,557,254,,1333.398714,757.0092063,258.190006,,124,3,127,50107,6282,1,2,2,0,3.7,12,0,97.9,,,50107
10/07/2020,621527,56407,91,5620,8,,22,671724,1351,11277,291,,31.46026366,123.1846473,248.4582221,393.9954934,197.7033962,1337.54055,154.1024158,115.8411012,137.7272778,59.00575306,213.3380742,121.5405674,1325.367875,824.2772433,571.6400199,567.858616,119.2145863,54.39216753,,3899,948,557,255,,1335.392015,758.6379128,259.0458117,,110,3,113,50217,6285,1,0,0,1,3,15,0,108,,,50217
11/07/2020,621527,56521,114,5627,7,,20,671724,1379,10118,286,,31.46026366,126.4263485,248.9877015,394.378385,199.325578,1338.605587,155.0998424,115.8411012,137.7272778,59.00575306,213.3380742,121.5405674,1326.045466,824.6617906,574.8299754,569.7431026,119.2145863,54.39216753,,3900,949,561,255,,1336.388665,760.334482,260.1649423,,97,4,101,50314,6289,1,1,4,0,2.7,12,2,111.6,,,50314
12/07/2020,621527,56621,100,5628,1,,21,671724,1416,8215,284,,31.46026366,126.7865376,251.1056192,394.378385,199.5283507,1339.234926,155.3491991,115.8411012,137.7272778,59.00575306,213.3380742,121.5405674,1327.174785,825.623159,574.9894731,571.8369766,119.2145863,54.39216753,,3901,949,561,255,,1337.106253,761.216698,261.0865792,,71,2,73,50385,6291,1,0,0,0,3.1,2,4,118.6,,,50385
13/07/2020,641941,56730,109,5633,5,,21,692455,1400,9660,274,,31.46026366,126.7865376,251.2379891,394.5698308,199.5283507,1342.865732,156.097269,115.8411012,137.7272778,66.38147219,213.3380742,121.5405674,1327.400648,827.5458957,576.7439487,574.2100337,119.2145863,54.39216753,,3902,949,562,255,,1340.136071,763.3883067,261.7229476,,130,7,137,50515,6298,1,0,1,0,3,5,0,119.9,,,50515
14/07/2020,649257,56859,129,5636,3,,20,699897,1431,12041,265,,31.96768726,127.1467266,251.7674685,394.5698308,199.5283507,1346.012431,156.3466257,116.5185346,137.7272778,66.38147219,213.3380742,121.5405674,1328.981694,828.3149904,578.9769175,576.4434993,119.2145863,54.39216753,,3903,949,562,255,,1343.006424,765.084876,262.4470909,,127,4,131,50642,6302,1,0,0,0,3,11,1,131.1,,,50642
15/07/2020,658258,57001,142,5646,10,,20,709026,1471,14383,257,,31.96768726,127.1467266,252.1645781,394.7612766,200.1366688,1349.304362,156.5959824,116.5185346,137.7272778,66.38147219,213.3380742,122.4701319,1330.336876,832.3527376,580.4123974,578.6769648,119.2145863,54.39216753,,3906,950,563,255,,1345.956509,767.5279357,263.2809529,,140,8,148,50782,6310,3,1,1,0,2.1,11,3,143.7,,,50782
16/07/2020,668020,57142,141,5647,1,,16,718928,1511,14525,244,,31.96768726,127.1467266,252.5616877,394.7612766,200.1366688,1352.40265,157.0946957,116.5185346,137.7272778,66.38147219,213.3380742,122.7025231,1331.917921,834.8522954,582.0073752,581.1896135,119.2145863,54.39216753,,3907,951,565,255,,1348.786997,769.9031327,263.939265,,131,5,136,50913,6315,1,1,2,0,2.1,3,1,152,,,50913
17/07/2020,678949,57300,158,5654,7,,15,730010,1589,16466,233,,31.96768726,128.2272937,252.6940575,395.3356141,200.3394415,1357.050081,157.593409,116.5185346,137.7272778,66.38147219,213.3380742,122.9349142,1333.273103,838.1209478,584.3998418,584.4700161,119.2145863,54.39216753,,3908,951,566,255,,1352.853331,772.9569574,264.9267332,,184,8,192,51097,6323,1,0,1,0,2,7,2,151.1,,,51097
18/07/2020,687215,57466,166,5655,1,,18,738437,1670,13358,233,,31.96768726,131.4689949,253.0911671,395.9099515,200.744987,1361.891156,157.593409,116.5185346,137.7272778,66.38147219,213.3380742,122.9349142,1334.402421,841.7741477,585.675824,587.1920522,119.2145863,54.39216753,,3908,951,566,255,,1357.039262,775.6036054,265.8922576,,183,6,189,51280,6329,0,0,0,0,2,4,2,154.3,,,51280
19/07/2020,696577,57616,150,5657,2,,17,747943,1731,10834,234,,31.96768726,131.4689949,253.4882767,395.9099515,200.9477597,1364.505337,158.5908356,116.5185346,137.7272778,66.38147219,215.5603458,123.1673054,1335.531739,845.6196211,588.5467839,588.7275598,119.2145863,54.39216753,,3908,952,566,255,,1359.391358,778.8610184,266.3969635,,130,1,131,51410,6330,0,1,0,0,1.6,5,1,158.3,,,51410
20/07/2020,706808,57796,180,5658,1,,15,758349,1807,11843,232,,32.47511087,131.4689949,253.4882767,396.6757348,201.3533051,1366.296534,159.8376189,117.1959679,138.8379816,66.38147219,216.6714816,123.1673054,1338.467967,847.9269052,590.1417616,591.7985749,119.2145863,54.39216753,,3908,953,566,255,,1361.384658,781.1683526,267.4283191,,126,5,131,51536,6335,0,1,0,0,1.1,11,1,165.9,,,51536
21/07/2020,716112,57938,142,5662,4,,16,767792,1837,14310,219,,32.47511087,131.4689949,253.7530164,396.8671806,201.9616232,1369.443233,160.0869756,117.1959679,139.9486855,66.38147219,216.6714816,123.1673054,1340.50074,850.426463,592.0557349,595.0091816,119.2145863,54.39216753,,3908,953,567,255,,1364.334744,784.018589,268.2402374,,146,7,153,51682,6342,0,0,1,0,1,9,2,161.6,,,51682
22/07/2020,,58080,142,5662,0,,14,736014,1855,16342,207,,32.47511087,131.829184,254.8119752,397.0586265,202.3671687,1373.12245,161.5831156,119.9057013,139.9486855,66.38147219,216.6714816,123.3996965,1345.46974,851.5801051,594.4482015,597.312443,119.2145863,54.39216753,,3909,953,568,255,,1368.241614,786.3259232,269.1838181,,172,4,176,51854,6346,1,0,1,0,1.1,8,2,157.6,683818,52196,
23/07/2020,,58243,163,5663,1,,12,746872,1866,16953,208,,32.98253448,131.829184,255.7385642,397.2500723,202.9754868,1377.576238,162.5805422,119.9057013,139.9486855,66.38147219,216.6714816,123.8644788,1347.276649,852.7337471,597.4786592,600.4532539,119.2145863,54.39216753,,3909,953,569,255,,1372.228215,789.6511989,270.0396238,,182,7,189,52036,6353,0,0,1,0,1,3,0,159.6,694513,52359,
24/07/2020,,58414,171,5666,3,,12,757588,1917,15218,194,,32.98253448,131.829184,256.1356738,397.8244097,204.5976685,1380.91658,163.0792555,119.9057013,139.9486855,66.38147219,216.6714816,124.0968699,1351.568058,854.0796628,601.4661035,602.1981489,119.2145863,54.39216753,,3909,953,569,256,,1375.736425,792.6371608,270.6979359,,157,5,162,52193,6358,0,0,0,1,1,6,0,153.7,705074,52514,
25/07/2020,,58583,169,5667,1,,10,768091,1958,12774,187,,32.98253448,132.189373,257.4593724,398.590193,206.8281684,1382.659367,164.0766822,120.5831346,139.9486855,66.38147219,216.6714816,125.2588256,1354.956013,856.9637679,605.4535479,604.571206,119.2145863,54.39216753,,3909,953,570,256,,1377.769592,796.3696132,271.9048414,,157,4,161,52350,6362,0,0,1,0,1,5,2,150.7,715430,52661,
26/07/2020,,58728,145,5667,0,,7,777483,2002,10877,193,,33.48995809,132.549562,257.9888518,398.590193,208.6531228,1385.079904,164.8247521,120.5831346,139.9486855,66.38147219,217.7826174,126.8855636,1358.118104,859.4633257,608.0055122,606.3858968,119.2145863,54.39216753,,3909,953,570,256,,1380.321017,799.2198496,272.7606472,,136,9,145,52486,6371,0,0,0,0,0.7,9,5,151,724714,52769,
27/07/2020,,58897,169,5670,3,,8,786413,2042,13498,185,,33.48995809,132.549562,257.9888518,398.590193,210.4780772,1386.72587,166.3208921,121.260568,139.9486855,66.38147219,221.1160248,126.8855636,1359.247422,860.6169678,610.0789833,607.2932422,119.2145863,54.39216753,,3909,953,571,256,,1381.875792,800.7128305,273.3970155,,87,3,90,52573,6374,0,0,1,0,1.1,8,0,146.7,733538,52875,
28/07/2020,,59009,112,5672,2,,9,796218,2014,15194,181,,33.48995809,132.549562,258.3859614,398.7816388,213.1141225,1388.517067,166.8196054,121.260568,139.9486855,66.38147219,224.4494322,127.3503459,1361.731922,862.9242519,612.3119521,609.6662993,119.2145863,54.39216753,,3909,953,571,257,,1383.789361,803.7666552,274.2528213,,124,8,132,52697,6382,0,0,0,1,1.1,8,4,142.9,743217,53001,
29/07/2020,,59131,122,5673,1,,18,807058,1980,18255,190,,33.48995809,132.549562,258.6507011,399.3559763,213.5196679,1391.90582,168.565102,121.9380013,139.9486855,66.38147219,225.560568,129.4418662,1366.023332,865.231536,616.1398987,611.6205817,119.2145863,54.39216753,,3909,953,571,257,,1387.337436,806.8883427,275.1964019,,164,14,178,52861,6396,0,0,0,0,1.1,8,3,139.3,753885,53173,
30/07/2020,,59312,181,5674,1,,15,819373,2014,17032,174,,33.48995809,132.549562,258.9154408,399.3559763,214.3307588,1394.907286,169.313172,121.9380013,139.9486855,66.38147219,228.8939754,130.836213,1368.056105,866.5774517,620.127343,614.272822,119.2145863,54.39216753,,3911,954,572,257,,1390.167924,810.1457557,276.0741514,,150,9,159,53011,6405,2,1,1,0,1.4,5,4,132.1,766056,53317,
31/07/2020,,59458,146,5678,4,,18,830716,2033,16733,159,,34.5048053,132.549562,259.0478107,399.3559763,214.5335315,1397.71511,170.5599553,121.9380013,139.9486855,66.38147219,230.0051112,130.836213,1370.314741,867.9233674,624.2742851,615.9479212,119.2145863,54.39216753,,3911,955,572,257,,1392.878813,812.995992,276.6227448,,129,6,135,53140,6411,0,1,0,0,1.3,2,1,139.1,777285,53431,
01/08/2020,,59599,141,5681,3,,17,841419,2042,13918,155,,35.01222891,132.909751,259.3125504,399.5474221,215.9529405,1400.232468,170.5599553,121.9380013,139.9486855,66.38147219,232.2273828,131.7657776,1371.444059,870.4229252,627.6237384,617.8324077,119.2145863,54.39216753,,3912,955,572,257,,1395.151176,815.9140912,277.4127193,,131,5,136,53271,6416,1,0,0,0,1.1,3,0,141.4,787859,53560,
02/08/2020,,59722,123,5683,2,,18,850240,2030,10325,154,,35.51965252,132.909751,259.3125504,399.9303137,216.3584859,1401.684791,170.809312,121.9380013,139.9486855,66.38147219,232.2273828,132.462951,1372.347514,871.5765672,630.6541961,619.7168943,119.2145863,54.39216753,,3914,955,572,257,,1396.506621,818.2892881,277.9832565,,91,4,95,53362,6420,2,0,0,0,1.6,3,0,134.4,796593,53647,
03/08/2020,,59845,123,5685,2,,21,857637,1999,12429,148,,35.51965252,132.909751,259.3125504,402.6105552,217.3723495,1403.766453,171.557382,121.9380013,139.9486855,66.38147219,232.2273828,132.9277333,1375.283741,876.1911354,633.8441515,620.7638313,119.2145863,54.39216753,,3914,955,572,257,,1398.739118,821.6145639,278.7293435,,131,8,139,53493,6428,0,0,0,0,1.4,10,1,124.6,803858,53779,
04/08/2020,,60000,155,5687,2,,19,867716,2005,16293,148,,35.51965252,132.909751,259.3125504,403.1848926,218.5889858,1406.913152,172.0560953,121.9380013,139.9486855,66.38147219,233.3385186,132.9277333,1375.735468,878.4984195,637.1936048,623.27648,119.2145863,54.39216753,,3914,955,572,257,,1401.410141,825.2112907,279.3437682,,143,5,148,53636,6433,0,0,0,0,1.4,3,1,123.6,813787,53929,
05/08/2020,,60133,133,5687,0,,19,878911,1981,16472,146,,35.51965252,132.909751,259.5772901,403.3763384,220.0083948,1409.188457,173.0535219,121.9380013,139.9486855,66.38147219,233.3385186,133.1601245,1379.57515,880.8057036,639.5860714,624.8817834,119.2145863,54.39216753,,3915,956,573,257,,1403.961566,827.5186249,280.024024,,120,9,129,53756,6442,1,1,1,0,1.4,6,0,120.9,824864,54047,
06/08/2020,,60241,108,5687,0,,19,888550,1934,18077,133,,35.51965252,133.2699401,259.8420298,403.3763384,220.8194856,1410.205082,173.8015919,121.9380013,139.9486855,66.38147219,233.3385186,133.6249068,1380.026878,882.5361667,641.978538,627.0454531,119.2145863,54.39216753,,3918,956,573,257,,1404.878484,829.6223708,280.8139985,,82,8,90,53838,6450,3,0,0,0,1.4,7,1,121.6,834404,54146,
07/08/2020,,60367,126,5692,5,,23,895088,1938,16650,132,,35.51965252,133.6301291,260.3715092,403.7592301,222.0361219,1412.528798,176.2951585,121.9380013,139.9486855,66.38147219,233.3385186,133.8572979,1381.833787,885.2279981,643.5735157,628.7205523,119.2145863,54.39216753,,3918,956,574,257,,1407.110981,831.5225284,281.7795229,,119,9,128,53957,6459,0,0,1,0,1.7,10,4,116.1,840825,54263,
08/08/2020,,60471,104,5695,3,,22,908101,1930,14636,134,,35.51965252,133.6301291,260.636249,403.7592301,222.4416674,1414.223175,177.0432285,121.9380013,139.9486855,66.38147219,233.3385186,134.3220802,1383.640696,887.5352822,645.3279912,631.58218,119.2145863,54.39216753,,3919,956,574,257,,1408.82522,834.0334509,282.5694975,,108,9,117,54065,6468,1,0,0,0,2.1,2,2,110,853717,54384,
09/08/2020,,60627,156,5696,1,,21,915862,1982,9305,136,,35.51965252,133.6301291,260.7686188,403.7592301,223.2527582,1416.062783,177.7912984,121.9380013,139.9486855,66.38147219,233.3385186,134.5544713,1384.544151,890.8039347,647.4014623,632.9083002,119.2145863,54.39216753,,3921,956,574,257,,1410.499593,836.2729223,283.1180909,,92,8,100,54157,6476,2,0,0,0,2,5,0,104.3,861396,54466,
10/08/2020,,60718,91,5697,1,,21,921874,1931,11649,130,,36.02707612,133.6301291,261.1657284,403.7592301,223.8610764,1417.80557,178.5393684,121.9380013,139.9486855,66.38147219,233.3385186,134.7868625,1387.706242,892.9189451,648.8369422,634.3042162,119.2145863,54.39216753,,3922,957,574,257,,1412.492894,837.9016288,283.7105718,,93,8,101,54250,6484,1,1,0,0,1.7,6,1,105.4,867334,54540,
11/08/2020,,60813,95,5709,12,,20,926132,1875,16239,131,,36.02707612,133.9903181,261.4304681,404.1421217,224.0638491,1419.596768,179.5367951,121.9380013,141.0593893,66.38147219,233.3385186,135.2516447,1392.675242,895.4185029,650.43192,635.0021741,119.2145863,54.39216753,,3922,957,577,257,,1414.844989,839.6660609,284.1494465,,100,5,105,54350,6489,0,0,3,0,1.6,8,5,98.4,871485,54647,
12/08/2020,,60917,104,5715,6,,23,938649,1810,17137,126,,37.04192334,133.9903181,261.6952078,405.0993508,224.2666218,1421.339554,180.284865,121.9380013,141.0593893,66.38147219,233.3385186,136.1812093,1393.578697,897.5335133,651.8673999,635.8397237,119.2145863,54.39216753,,3922,957,579,257,,1416.43963,841.1590418,284.7419274,,86,3,89,54436,6492,0,0,2,0,1.9,3,2,91.3,883896,54753,
13/08/2020,,61004,87,5718,3,,25,946571,1784,17890,126,,37.04192334,134.3505071,262.489427,405.6736883,224.4693945,1423.179163,181.032935,121.9380013,141.0593893,66.38147219,234.4496544,136.4136005,1394.933878,899.8407974,653.1433821,637.0960481,119.2145863,54.39216753,,3922,958,579,257,,1418.193734,842.6520228,285.444127,,91,7,98,54527,6499,0,1,0,0,1.9,9,1,82.9,891742,54829,
14/08/2020,,61084,80,5719,1,,25,966101,1730,15765,124,,37.04192334,134.3505071,262.6217968,406.2480257,224.6721672,1424.776718,181.781005,121.9380013,141.0593893,66.38147219,234.4496544,136.6459916,1396.740788,902.5326288,653.940871,637.7940061,119.2145863,54.39216753,,3922,958,579,257,,1419.828241,844.2128665,285.773283,,75,4,79,54602,6503,0,0,0,0,1.9,4,1,75.6,911210,54891,
15/08/2020,,61151,67,5720,1,,25,975275,1701,11809,124,,37.04192334,134.3505071,262.8865365,406.4394715,226.6998944,1425.454468,182.2797183,121.9380013,141.0593893,66.38147219,234.4496544,136.6459916,1398.321833,905.416734,654.7383599,638.5617599,119.2145863,54.39216753,,3923,958,581,257,,1420.665428,845.7058475,286.2999327,,61,6,67,54663,6509,1,0,2,0,1.4,3,0,71.7,920321,54954,
16/08/2020,,61206,55,5721,1,,25,983184,1642,9762,120,,37.04192334,134.3505071,263.2836461,406.4394715,227.3082125,1425.938575,183.277145,121.9380013,141.0593893,66.38147219,234.4496544,136.6459916,1398.77356,906.570376,655.2168532,639.2597178,119.2145863,54.39216753,,3924,959,581,257,,1421.14382,846.6559263,286.6290887,,37,4,41,54700,6513,1,1,0,0,1.1,5,4,67.3,928215,54969,
17/08/2020,,61252,46,5727,6,,27,990392,1514,12276,118,,37.04192334,134.3505071,263.8131255,406.6309174,228.1193034,1426.809969,184.2745716,121.9380013,141.0593893,66.38147219,234.4496544,136.6459916,1398.999424,907.147197,655.6953465,640.0972674,119.2145863,54.39216753,,3925,960,581,257,,1421.901274,847.1988284,287.1337947,,46,4,50,54746,6517,1,1,0,0,.,2,0,,935377,55015,
18/08/2020,,61316,64,5729,2,,26,998424,1431,15794,120,,37.54934695,134.3505071,264.6073447,407.013809,229.7414851,1427.681362,185.0226416,121.9380013,141.0593893,66.38147219,234.4496544,136.6459916,1399.677015,911.9540389,656.6523331,640.5160422,119.2145863,54.39216753,,3925,960,581,257,,1422.738461,849.5061626,287.6385006,,73,5,78,54819,6522,0,0,0,0,.,6,0,,943382,55042,
19/08/2020,,61402,86,5730,1,,25,1008252,1492,,121,,37.54934695,134.3505071,265.6663035,407.3967006,229.9442578,1428.79481,185.7707116,121.9380013,141.0593893,66.38147219,234.4496544,136.8783827,1400.354606,913.2999546,657.6093198,640.7952254,119.2145863,54.39216753,,3925,960,581,257,,1423.774977,850.3205159,288.0773754,,57,1,58,54876,6523,0,0,0,0,.,,,,953084,55168,
